{'participant':	u'12345'		'response_buttons':	u'DC'		'range_in_instr':	True		'dateStr':	u'05_09_1428'		'autopilot':	False		'exp_id':	u'SNARC'}
12345	SNARC	arabic	CD	up	4	lctrl	0.7888839245									
12345	SNARC	arabic	CD	up	7	lctrl	0.5102541447									
12345	SNARC	arabic	CD	up	3	lctrl	0.668697834									
12345	SNARC	arabic	CD	up	3	lctrl	1.7179808617									
12345	SNARC	arabic	CD	down	7	num_separator	0.5873720646									
12345	SNARC	arabic	CD	down	9	num_separator	0.5860159397									
12345	SNARC	arabic	CD	up	1	lctrl	0.9831988811									
12345	SNARC	arabic	CD	down	6	num_separator	0.7095890045									
12345	SNARC	arabic	CD	down	8	num_separator	0.5906338692									
12345	SNARC	arabic	CD	up	8	lctrl	0.8600959778									
12345	SNARC	arabic	CD	up	9	lctrl	0.7427961826									
12345	SNARC	arabic	CD	down	8	num_separator	0.7819240093									
12345	SNARC	arabic	CD	up	4	num_separator	1.1337690353									
12345	SNARC	arabic	CD	down	4	num_separator	0.8620028496									
12345	SNARC	arabic	CD	down	1	num_separator	0.6286900043									
12345	SNARC	arabic	CD	up	3	lctrl	0.669467926									
12345	SNARC	arabic	CD	down	7	num_separator	0.5813088417									
12345	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1418'									
12345	SNARC	dot	CD	down	10	num_separator	1.1857538223									
12345	SNARC	dot	CD	up	10	lctrl	0.3138549328									
12345	SNARC	dot	CD	down	15	num_separator	0.517603159									
12345	SNARC	dot	CD	down	30	num_separator	0.4591341019									
12345	SNARC	dot	CD	up	20	lctrl	0.431704998									
12345	SNARC	dot	CD	up	40	lctrl	0.3901128769									
12345	SNARC	dot	CD	down	35	num_separator	1.235158205									
12345	SNARC	dot	CD	down	30	num_separator	0.3686380386									
12345	SNARC	dot	CD	up	15	lctrl	0.5909950733									
12345	SNARC	dot	CD	up	45	lctrl	0.6387789249									
12345	SNARC	dot	CD	up	5	lctrl	0.4466958046									
12345	SNARC	dot	CD	up	10	lctrl	0.3939881325									
12345	SNARC	dot	CD	down	15	num_separator	0.670058012									
12345	SNARC	dot	CD	down	15	num_separator	0.4575099945									
12345	SNARC	dot	CD	up	10	lctrl	0.4038500786									
12345	SNARC	dot	CD	up	15	lctrl	0.8569111824									
12345	SNARC	dot	CD	up	35	lctrl	0.4294991493									
12345	SNARC	dot	CD	down	40	num_separator	0.4650549889									
12345	SNARC	dot	CD	up	20	lctrl	0.3225669861									
12345	SNARC	dot	CD	up	10	lctrl	0.3607120514									
12345	SNARC	dot	CD	down	10	num_separator	0.4399261475									
12345	SNARC	dot	CD	down	40	num_separator	0.4111909866									
12345	SNARC	dot	CD	up	35	lctrl	0.3690569401									
12345	SNARC	dot	CD	up	25	lctrl	0.3861398697									
12345	SNARC	dot	CD	up	45	lctrl	0.3797330856									
12345	SNARC	dot	CD	up	10	lctrl	0.3582568169									
12345	SNARC	dot	CD	up	25	lctrl	0.3484120369									
12345	SNARC	dot	CD	down	10	num_separator	0.8518028259									
12345	SNARC	dot	CD	down	25	num_separator	0.3865969181									
12345	SNARC	dot	CD	down	45	num_separator	0.4443969727									
12345	SNARC	dot	CD	up	10	lctrl	0.3641471863									
12345	SNARC	dot	CD	up	20	lctrl	0.3874599934									
12345	SNARC	dot	CD	up	30	lctrl	0.4593110085									
12345	SNARC	dot	CD	down	25	num_separator	0.3823161125									
12345	SNARC	dot	CD	up	35	lctrl	0.425604105									
12345	SNARC	dot	CD	down	30	num_separator	0.4233460426									
12345	SNARC	dot	CD	up	10	lctrl	0.5481140614									
12345	SNARC	dot	CD	up	5	num_separator	0.5552389622									
12345	SNARC	dot	CD	up	25	lctrl	0.5001718998									
12345	SNARC	dot	CD	down	15	num_separator	0.3865327835									
12345	SNARC	dot	CD	down	30	num_separator	0.3787939548									
12345	SNARC	dot	CD	up	20	lctrl	0.9364271164									
12345	SNARC	dot	CD	up	25	lctrl	0.6990389824									
12345	SNARC	dot	CD	down	10	num_separator	0.4372310638									
12345	SNARC	dot	CD	up	45	lctrl	0.3719899654									
12345	SNARC	dot	CD	up	40	lctrl	0.9296689034									
12345	SNARC	dot	CD	down	40	num_separator	0.5367119312									
12345	SNARC	dot	CD	up	10	num_separator	0.4404459									
12345	SNARC	dot	CD	down	10	num_separator	0.4375431538									
12345	SNARC	dot	CD	up	45	lctrl	0.7202589512									
12345	SNARC	dot	CD	up	40	lctrl	0.4223051071									
12345	SNARC	dot	CD	down	15	num_separator	0.4705040455									
12345	SNARC	dot	CD	up	5	lctrl	0.597784996									
12345	SNARC	dot	CD	up	25	lctrl	0.6629099846									
12345	SNARC	dot	CD	down	30	num_separator	0.5018279552									
12345	SNARC	dot	CD	up	5	lctrl	0.5560519695									
12345	SNARC	dot	CD	up	5	lctrl	0.4463129044									
12345	SNARC	dot	CD	down	10	num_separator	0.4709408283									
12345	SNARC	dot	CD	up	30	lctrl	0.4208891392									
12345	SNARC	dot	CD	up	35	lctrl	0.4673471451									
12345	SNARC	dot	CD	up	30	lctrl	0.5459399223									
12345	SNARC	dot	CD	up	15	lctrl	0.3596510887									
12345	SNARC	dot	CD	down	35	num_separator	0.3876161575									
12345	SNARC	dot	CD	up	30	lctrl	0.3821280003									
12345	SNARC	dot	CD	up	10	lctrl	0.437871933									
12345	SNARC	dot	CD	down	15	num_separator	0.4348340034									
12345	SNARC	dot	CD	down	25	num_separator	0.4587469101									
12345	SNARC	dot	CD	down	45	num_separator	0.3699419498									
12345	SNARC	dot	CD	up	20	num_separator	0.3850240707									
12345	SNARC	dot	CD	up	15	lctrl	0.5956399441									
12345	SNARC	dot	CD	up	40	lctrl	1.0418300629									
12345	SNARC	dot	CD	down	15	num_separator	0.9809570313									
12345	SNARC	dot	CD	down	30	num_separator	0.3865001202									
12345	SNARC	dot	CD	up	35	lctrl	0.8162178993									
12345	SNARC	dot	CD	up	10	lctrl	0.7081840038									
12345	SNARC	dot	CD	down	25	num_separator	1.1961150169									
12345	SNARC	dot	CD	down	40	num_separator	0.8142058849									
12345	SNARC	dot	CD	down	25	num_separator	0.3851220608									
12345	SNARC	dot	CD	down	30	num_separator	0.3773949146									
12345	SNARC	dot	CD	down	15	num_separator	0.3559510708									
12345	SNARC	dot	CD	up	35	lctrl	0.8487579823									
12345	SNARC	dot	CD	up	20	lctrl	0.4719278812									
12345	SNARC	dot	CD	down	15	num_separator	1.0917158127									
12345	SNARC	dot	CD	down	30	num_separator	0.6618361473									
12345	SNARC	dot	CD	up	25	lctrl	0.7715358734									
12345	SNARC	dot	CD	down	15	num_separator	1.2899889946									
12345	SNARC	dot	CD	down	5	num_separator	0.8264110088									
12345	SNARC	dot	CD	down	20	num_separator	0.5889599323									
12345	SNARC	dot	CD	up	40	lctrl	0.5757901669									
12345	SNARC	dot	CD	down	40	num_separator	0.5359039307									
12345	SNARC	dot	CD	up	5	lctrl	0.4009518623									
12345	SNARC	dot	CD	up	30	lctrl	0.5760581493									
12345	SNARC	dot	CD	up	10	lctrl	0.431855917									
12345	SNARC	dot	CD	up	20	lctrl	0.4010009766									
12345	SNARC	dot	CD	down	10	num_separator	0.395419836									
12345	SNARC	dot	CD	down	20	num_separator	0.3613080978									
12345	SNARC	dot	CD	down	20	num_separator	0.3246181011									
12345	SNARC	dot	CD	down	25	num_separator	0.4283151627									
12345	SNARC	dot	CD	down	25	num_separator	0.4253020287									
12345	SNARC	dot	CD	up	15	lctrl	0.6273720264									
12345	SNARC	dot	CD	down	45	num_separator	0.4898169041									
12345	SNARC	dot	CD	down	30	num_separator	0.428041935									
12345	SNARC	dot	CD	down	40	num_separator	0.4241070747									
12345	SNARC	dot	CD	up	45	lctrl	0.7195560932									
12345	SNARC	dot	CD	up	10	lctrl	0.4728529453									
12345	SNARC	dot	CD	down	45	num_separator	0.4450569153									
12345	SNARC	dot	CD	down	45	num_separator	0.4184808731									
12345	SNARC	dot	CD	up	35	lctrl	0.5810270309									
12345	SNARC	dot	CD	down	45	num_separator	0.4915127754									
12345	SNARC	dot	CD	down	25	lctrl	0.4683949947									
12345	SNARC	dot	CD	down	45	num_separator	0.5729088783									
12345	SNARC	dot	CD	up	25	lctrl	0.351418972									
12345	SNARC	dot	CD	down	5	num_separator	0.4038310051									
12345	SNARC	dot	CD	up	35	lctrl	0.4631259441									
12345	SNARC	dot	CD	down	5	num_separator	0.4860839844									
12345	SNARC	dot	CD	down	35	num_separator	0.5409760475									
12345	SNARC	dot	CD	up	5	lctrl	0.5203931332									
12345	SNARC	dot	CD	up	20	lctrl	0.4735479355									
12345	SNARC	dot	CD	up	45	lctrl	0.4852919579									
12345	SNARC	dot	CD	up	25	lctrl	0.3848621845									
12345	SNARC	dot	CD	up	35	lctrl	0.3892569542									
12345	SNARC	dot	CD	up	35	lctrl	0.3837070465									
12345	SNARC	dot	CD	down	30	num_separator	0.6209681034									
12345	SNARC	dot	CD	down	25	num_separator	0.4683599472									
12345	SNARC	dot	CD	down	30	num_separator	0.4300200939									
12345	SNARC	dot	CD	up	30	lctrl	0.4656360149									
12345	SNARC	dot	CD	up	20	lctrl	0.4769608974									
12345	SNARC	dot	CD	down	45	num_separator	0.5659708977									
12345	SNARC	dot	CD	up	15	num_separator	0.5883250237									
12345	SNARC	dot	CD	up	35	lctrl	0.4979710579									
12345	SNARC	dot	CD	up	35	lctrl	0.4629478455									
12345	SNARC	dot	CD	up	10	lctrl	0.6684401035									
12345	SNARC	dot	CD	up	10	lctrl	0.4418559074									
12345	SNARC	dot	CD	down	15	lctrl	0.2842159271									
12345	SNARC	dot	CD	down	5	num_separator	0.898116827									
12345	SNARC	dot	CD	up	35	lctrl	1.1204559803									
12345	SNARC	dot	CD	up	30	lctrl	0.4233469963									
12345	SNARC	dot	CD	down	35	num_separator	0.4975888729									
12345	SNARC	dot	CD	up	40	lctrl	0.6164829731									
12345	SNARC	dot	CD	down	40	num_separator	0.4638860226									
12345	SNARC	dot	CD	up	20	lctrl	0.3988139629									
12345	SNARC	dot	CD	up	5	lctrl	0.4813740253									
12345	SNARC	dot	CD	up	35	lctrl	0.5363647938									
12345	SNARC	dot	CD	down	35	num_separator	0.7312941551									
12345	SNARC	dot	CD	down	15	num_separator	0.5380020142									
12345	SNARC	dot	CD	up	15	lctrl	0.5955879688									
12345	SNARC	dot	CD	down	10	num_separator	0.4781930447									
12345	SNARC	dot	CD	up	20	lctrl	0.3618159294									
12345	SNARC	dot	CD	up	30	lctrl	0.5847270489									
12345	SNARC	dot	CD	up	45	lctrl	0.4556150436									
12345	SNARC	dot	CD	up	5	lctrl	0.4021730423									
12345	SNARC	dot	CD	up	5	lctrl	0.3294401169									
12345	SNARC	dot	CD	down	20	num_separator	0.3934650421									
12345	SNARC	dot	CD	down	30	num_separator	0.4652161598									
12345	SNARC	dot	CD	up	25	lctrl	0.5042700768									
12345	SNARC	dot	CD	down	40	num_separator	0.6231281757									
12345	SNARC	dot	CD	down	5	num_separator	0.830258131									
12345	SNARC	dot	CD	up	5	lctrl	0.5558838844									
12345	SNARC	dot	CD	up	10	lctrl	0.4738550186									
12345	SNARC	dot	CD	down	30	num_separator	0.5397498608									
12345	SNARC	dot	CD	down	15	num_separator	1.2546439171									
12345	SNARC	dot	CD	up	35	num_separator	0.6205749512									
12345	SNARC	dot	CD	up	10	lctrl	0.5967900753									
12345	SNARC	dot	CD	down	40	num_separator	0.4944310188									
12345	SNARC	dot	CD	up	30	lctrl	0.5755419731									
12345	SNARC	dot	CD	up	45	lctrl	1.2197859287									
12345	SNARC	dot	CD	up	30	lctrl	0.4284729958									
12345	SNARC	dot	CD	down	5	num_separator	0.5254709721									
12345	SNARC	dot	CD	down	25	num_separator	0.3905730248									
12345	SNARC	dot	CD	down	40	num_separator	0.4474787712									
12345	SNARC	dot	CD	down	45	num_separator	0.4486660957									
12345	SNARC	dot	CD	down	20	num_separator	0.4330511093									
12345	SNARC	dot	CD	up	45	lctrl	0.4787120819									
12345	SNARC	dot	CD	up	45	lctrl	0.4941868782									
12345	SNARC	dot	CD	down	20	num_separator	0.5474600792									
12345	SNARC	dot	CD	down	5	num_separator	0.4394769669									
12345	SNARC	dot	CD	down	20	num_separator	0.474198103									
12345	SNARC	dot	CD	down	25	num_separator	0.3732988834									
12345	SNARC	dot	CD	up	5	lctrl	0.4408528805									
12345	SNARC	dot	CD	up	40	lctrl	0.3865680695									
12345	SNARC	dot	CD	up	5	lctrl	0.326406002									
12345	SNARC	dot	CD	down	5	num_separator	0.4804689884									
12345	SNARC	dot	CD	down	15	num_separator	0.4035799503									
12345	SNARC	dot	CD	up	15	lctrl	0.6679909229									
12345	SNARC	dot	CD	up	20	num_separator	0.8272321224									
12345	SNARC	dot	CD	down	45	lctrl	0.4519190788									
12345	SNARC	dot	CD	down	15	num_separator	0.6307489872									
12345	SNARC	dot	CD	down	15	num_separator	0.4006750584									
12345	SNARC	dot	CD	up	25	lctrl	0.4597671032									
12345	SNARC	dot	CD	down	35	num_separator	0.5760719776									
12345	SNARC	dot	CD	down	15	num_separator	1.0506510735									
12345	SNARC	dot	CD	down	30	num_separator	0.4627559185									
12345	SNARC	dot	CD	up	35	lctrl	0.4630260468									
12345	SNARC	dot	CD	down	5	num_separator	0.5248410702									
12345	SNARC	dot	CD	up	30	lctrl	0.660558939									
12345	SNARC	dot	CD	up	20	lctrl	0.8197739124									
12345	SNARC	dot	CD	down	25	num_separator	0.5066199303									
12345	SNARC	dot	CD	down	20	num_separator	0.8058609962									
12345	SNARC	dot	CD	down	20	num_separator	0.438158989									
12345	SNARC	dot	CD	down	40	num_separator	0.3847038746									
12345	SNARC	dot	CD	up	25	lctrl	0.4682168961									
12345	SNARC	dot	CD	up	10	lctrl	0.4803650379									
12345	SNARC	dot	CD	down	45	num_separator	0.6117720604									
12345	SNARC	dot	CD	up	35	lctrl	0.3818449974									
12345	SNARC	dot	CD	up	35	lctrl	0.6191329956									
12345	SNARC	dot	CD	up	30	lctrl	0.3892149925									
12345	SNARC	dot	CD	down	40	num_separator	0.6913049221									
12345	SNARC	dot	CD	down	40	num_separator	0.8161671162									
12345	SNARC	dot	CD	down	10	num_separator	0.4762451649									
12345	SNARC	dot	CD	down	35	num_separator	0.4639589787									
12345	SNARC	dot	CD	down	15	num_separator	0.4383850098									
12345	SNARC	dot	CD	up	5	lctrl	0.5237081051									
12345	SNARC	dot	CD	up	40	lctrl	0.387804985									
12345	SNARC	dot	CD	down	25	num_separator	0.6528880596									
12345	SNARC	dot	CD	down	10	num_separator	0.4767549038									
12345	SNARC	dot	CD	down	35	num_separator	0.5031280518									
12345	SNARC	dot	CD	down	15	num_separator	0.4808578491									
12345	SNARC	dot	CD	down	10	num_separator	0.4038779736									
12345	SNARC	dot	CD	up	35	lctrl	0.501707077									
12345	SNARC	dot	CD	up	20	lctrl	0.4731779099									
12345	SNARC	dot	CD	up	10	lctrl	0.3969590664									
12345	SNARC	dot	CD	down	35	num_separator	1.2272050381									
12345	SNARC	dot	CD	down	25	num_separator	0.8118388653									
12345	SNARC	dot	CD	down	45	num_separator	0.3313288689									
12345	SNARC	dot	CD	down	5	num_separator	0.3678820133									
12345	SNARC	dot	CD	down	45	num_separator	0.2967300415									
12345	SNARC	dot	CD	down	40	num_separator	0.3062260151									
12345	SNARC	dot	CD	up	45	num_separator	0.3327050209									
12345	SNARC	dot	CD	up	40	lctrl	0.2937788963									
12345	SNARC	dot	CD	up	45	lctrl	0.3706228733									
12345	SNARC	dot	CD	down	45	num_separator	0.4146299362									
12345	SNARC	dot	CD	down	20	num_separator	0.3052110672									
12345	SNARC	dot	CD	down	45	num_separator	0.3315761089									
12345	SNARC	dot	CD	up	35	lctrl	0.4999690056									
12345	SNARC	dot	CD	up	30	lctrl	0.5423309803									
12345	SNARC	dot	CD	up	30	num_separator	0.6536769867									
12345	SNARC	dot	CD	down	5	num_separator	0.554940939									
12345	SNARC	dot	CD	down	45	num_separator	0.4107201099									
12345	SNARC	dot	CD	down	5	num_separator	0.3648891449									
12345	SNARC	dot	CD	down	20	num_separator	0.3163611889									
12345	SNARC	dot	CD	down	40	num_separator	0.380507946									
12345	SNARC	dot	CD	down	40	num_separator	0.6179468632									
12345	SNARC	dot	CD	down	15	num_separator	0.3224320412									
12345	SNARC	dot	CD	up	30	lctrl	0.4260818958									
12345	SNARC	dot	CD	up	15	lctrl	0.3961639404									
12345	SNARC	dot	CD	up	30	lctrl	0.3510189056									
12345	SNARC	dot	CD	down	30	num_separator	0.2756719589									
12345	SNARC	dot	CD	up	10	lctrl	0.3601050377									
12345	SNARC	dot	CD	up	25	lctrl	0.54362607									
12345	SNARC	dot	CD	down	45	num_separator	0.7204627991									
12345	SNARC	dot	CD	down	10	num_separator	0.6285221577									
12345	SNARC	dot	CD	down	30	lctrl	0.5415620804									
12345	SNARC	dot	CD	up	20	lctrl	0.8569979668									
12345	SNARC	dot	CD	down	20	num_separator	0.4691028595									
12345	SNARC	dot	CD	up	5	lctrl	0.3652060032									
12345	SNARC	dot	CD	up	5	lctrl	0.3673300743									
12345	SNARC	dot	CD	up	35	lctrl	0.8492150307									
12345	SNARC	dot	CD	down	20	num_separator	0.4334430695									
12345	SNARC	dot	CD	down	5	num_separator	0.4291050434									
12345	SNARC	dot	CD	down	10	num_separator	0.4000291824									
12345	SNARC	dot	CD	up	15	lctrl	0.3935580254									
12345	SNARC	dot	CD	up	5	lctrl	0.3713037968									
12345	SNARC	dot	CD	down	40	num_separator	0.4268531799									
12345	SNARC	dot	CD	down	15	num_separator	0.3461248875									
12345	SNARC	dot	CD	up	10	lctrl	0.3599009514									
12345	SNARC	dot	CD	down	45	num_separator	0.3769569397									
12345	SNARC	dot	CD	up	40	lctrl	0.3042321205									
12345	SNARC	dot	CD	down	45	num_separator	0.3690881729									
12345	SNARC	dot	CD	up	25	lctrl	0.2702581882									
12345	SNARC	dot	CD	down	5	num_separator	0.365598917									
12345	SNARC	dot	CD	down	25	lctrl	0.2674689293									
12345	SNARC	dot	CD	up	25	lctrl	0.3518640995									
12345	SNARC	dot	CD	up	30	lctrl	0.4147720337									
12345	SNARC	dot	CD	up	20	lctrl	0.3570702076									
12345	SNARC	dot	CD	up	20	lctrl	0.3204989433									
12345	SNARC	dot	CD	down	35	num_separator	0.385406971									
12345	SNARC	dot	CD	up	30	lctrl	1.1253948212									
12345	SNARC	dot	CD	down	45	num_separator	0.8031148911									
12345	SNARC	dot	CD	down	15	num_separator	0.3967869282									
12345	SNARC	dot	CD	down	15	num_separator	0.3635189533									
12345	SNARC	dot	CD	up	5	lctrl	0.5975251198									
12345	SNARC	dot	CD	down	40	num_separator	0.4675459862									
12345	SNARC	dot	CD	down	15	num_separator	0.7511620522									
12345	SNARC	dot	CD	down	45	num_separator	0.5347490311									
12345	SNARC	dot	CD	down	10	num_separator	0.4763221741									
12345	SNARC	dot	CD	down	40	num_separator	0.5413269997									
12345	SNARC	dot	CD	up	40	lctrl	0.7301371098									
12345	SNARC	dot	CD	down	10	num_separator	0.5110111237									
12345	SNARC	dot	CD	down	5	num_separator	0.4483160973									
12345	SNARC	dot	CD	up	35	lctrl	0.5386300087									
12345	SNARC	dot	CD	up	20	lctrl	0.7500469685									
12345	SNARC	dot	CD	up	25	num_separator	0.5460958481									
12345	SNARC	dot	CD	down	35	num_separator	0.6574449539									
12345	SNARC	dot	CD	down	30	num_separator	0.392291069									
12345	SNARC	dot	CD	down	20	num_separator	0.4223139286									
12345	SNARC	dot	CD	up	30	lctrl	0.6004269123									
12345	SNARC	dot	CD	up	45	lctrl	0.6024267673									
12345	SNARC	dot	CD	up	5	lctrl	0.6390731335									
12345	SNARC	dot	CD	down	40	num_separator	0.5787780285									
12345	SNARC	dot	CD	down	40	num_separator	0.5775308609									
12345	SNARC	dot	CD	down	10	num_separator	0.3955960274									
12345	SNARC	dot	CD	up	25	lctrl	0.9691870213									
12345	SNARC	dot	CD	down	15	num_separator	0.5140640736									
12345	SNARC	dot	CD	down	40	num_separator	0.5051820278									
12345	SNARC	dot	CD	down	30	num_separator	1.0780980587									
12345	SNARC	dot	CD	up	25	lctrl	0.6212489605									
12345	SNARC	dot	CD	up	5	num_separator	0.7124330997									
12345	SNARC	dot	CD	down	35	num_separator	0.464840889									
12345	SNARC	dot	CD	down	20	num_separator	0.4770648479									
12345	SNARC	dot	CD	up	35	lctrl	0.4656059742									
12345	SNARC	dot	CD	up	20	lctrl	0.5164000988									
12345	SNARC	dot	CD	down	15	num_separator	0.4705569744									
12345	SNARC	dot	CD	down	45	num_separator	1.2207839489									
12345	SNARC	dot	CD	down	25	num_separator	0.5455110073									
12345	SNARC	dot	CD	down	5	num_separator	0.6022520065									
12345	SNARC	dot	CD	up	25	lctrl	1.0809509754									
12345	SNARC	dot	CD	up	15	num_separator	0.9057378769									
12345	SNARC	dot	CD	up	10	lctrl	0.5831801891									
12345	SNARC	dot	CD	down	40	num_separator	0.4263131619									
12345	SNARC	dot	CD	up	5	lctrl	0.5242490768									
12345	SNARC	dot	CD	up	35	lctrl	0.4655950069									
12345	SNARC	dot	CD	up	35	lctrl	1.123251915									
12345	SNARC	dot	CD	down	25	num_separator	0.4657008648									
12345	SNARC	dot	CD	up	10	lctrl	0.7099199295									
12345	SNARC	dot	CD	down	35	num_separator	0.3472008705									
12345	SNARC	dot	CD	up	45	lctrl	0.5694441795									
12345	SNARC	dot	CD	down	10	num_separator	0.5531141758									
12345	SNARC	dot	CD	down	25	num_separator	0.5366420746									
12345	SNARC	dot	CD	up	20	lctrl	0.4774420261									
12345	SNARC	dot	CD	down	5	num_separator	0.4785611629									
12345	SNARC	dot	CD	up	40	lctrl	0.5048880577									
12345	SNARC	dot	CD	up	20	lctrl	0.5473940372									
12345	SNARC	dot	CD	down	25	num_separator	0.8140931129									
12345	SNARC	dot	CD	up	40	lctrl	0.5766570568									
12345	SNARC	dot	CD	up	30	num_separator	0.6922490597									
12345	SNARC	dot	CD	down	20	num_separator	0.4413487911									
12345	SNARC	dot	CD	down	40	num_separator	0.4265158176									
12345	SNARC	dot	CD	up	45	lctrl	0.5155069828									
12345	SNARC	dot	CD	down	5	num_separator	0.8286261559									
12345	SNARC	dot	CD	down	10	num_separator	0.4760251045									
12345	SNARC	dot	CD	down	40	num_separator	0.5410959721									
12345	SNARC	dot	CD	down	40	num_separator	0.5751168728									
12345	SNARC	dot	CD	up	35	lctrl	0.613368988									
12345	SNARC	dot	CD	down	45	num_separator	0.5264351368									
12345	SNARC	dot	CD	up	40	lctrl	0.6990470886									
12345	SNARC	dot	CD	up	5	num_separator	0.565128088									
12345	SNARC	dot	CD	up	30	lctrl	0.4604270458									
12345	SNARC	dot	CD	down	15	num_separator	0.4594240189									
12345	SNARC	dot	CD	down	30	num_separator	0.3438029289									
12345	SNARC	dot	CD	up	45	lctrl	0.4887440205									
12345	SNARC	dot	CD	up	25	lctrl	1.0456199646									
12345	SNARC	dot	CD	down	15	num_separator	0.6746480465									
12345	SNARC	dot	CD	up	15	lctrl	0.397687912									
12345	SNARC	dot	CD	up	20	lctrl	0.51354599									
12345	SNARC	dot	CD	up	25	lctrl	0.4289870262									
12345	SNARC	dot	CD	down	25	num_separator	0.4258830547									
12345	SNARC	dot	CD	up	20	lctrl	0.3951718807									
12345	SNARC	dot	CD	down	35	lctrl	0.5433161259									
12345	SNARC	dot	CD	up	20	lctrl	0.35709095									
12345	SNARC	dot	CD	up	45	lctrl	0.4089610577									
12345	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1426'									
12345	SNARC	empty	CD	up	0	lctrl	1.4467630386									
12345	SNARC	empty	CD	down	0	num_separator	0.3269219399									
12345	SNARC	empty	CD	up	0	lctrl	0.7108881474									
12345	SNARC	empty	CD	down	0	num_separator	0.4877929688									
12345	SNARC	empty	CD	up	0	lctrl	0.7974569798									
12345	SNARC	empty	CD	up	0	lctrl	0.4920179844									
12345	SNARC	empty	CD	down	0	num_separator	0.3762481213									
12345	SNARC	empty	CD	down	0	num_separator	0.5598990917									
12345	SNARC	empty	CD	up	0	lctrl	0.5283460617									
12345	SNARC	empty	CD	up	0	lctrl	0.4429140091									
12345	SNARC	empty	CD	up	0	lctrl	0.4129500389									
12345	SNARC	empty	CD	up	0	lctrl	0.4066038132									
12345	SNARC	empty	CD	up	0	lctrl	0.3345839977									
12345	SNARC	empty	CD	up	0	lctrl	0.4105439186									
12345	SNARC	empty	CD	down	0	num_separator	0.2881259918									
12345	SNARC	empty	CD	down	0	num_separator	0.372538805									
12345	SNARC	empty	CD	down	0	num_separator	0.2971961498									
12345	SNARC	empty	CD	down	0	num_separator	0.2924749851									
12345	SNARC	empty	CD	up	0	lctrl	0.2878539562									
12345	SNARC	empty	CD	up	0	lctrl	0.4109449387									
12345	SNARC	empty	CD	down	0	num_separator	0.4043850899									
12345	SNARC	empty	CD	up	0	num_separator	0.4484908581									
12345	SNARC	empty	CD	down	0	num_separator	0.4455199242									
12345	SNARC	empty	CD	down	0	num_separator	0.3907189369									
12345	SNARC	empty	CD	down	0	num_separator	0.4334690571									
12345	SNARC	empty	CD	up	0	lctrl	0.3262310028									
12345	SNARC	empty	CD	down	0	num_separator	0.4526760578									
12345	SNARC	empty	CD	down	0	num_separator	0.5657110214									
12345	SNARC	empty	CD	down	0	num_separator	0.3676981926									
12345	SNARC	empty	CD	down	0	num_separator	0.4471058846									
12345	SNARC	empty	CD	up	0	lctrl	0.4056608677									
12345	SNARC	empty	CD	up	0	lctrl	0.4107468128									
12345	SNARC	empty	CD	down	0	num_separator	0.4429650307									
12345	SNARC	empty	CD	up	0	num_separator	1.1091358662									
12345	SNARC	empty	CD	down	0	num_separator	0.4086050987									
12345	SNARC	empty	CD	down	0	num_separator	0.3622288704									
12345	SNARC	empty	CD	up	0	lctrl	0.4532399178									
12345	SNARC	empty	CD	down	0	num_separator	0.4502630234									
12345	SNARC	empty	CD	up	0	lctrl	0.4858880043									
12345	SNARC	empty	CD	up	0	lctrl	0.3702218533									
